Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
2.16,291.0,9.32,3.61,195.08,237.06,1135.66,458.42,1.270520514134904e-09,8.759008096985834e-10,8.138316970266188e-11,0.027818725576208292
2.25,290.0,7.19,3.7,199.1,234.93,1094.49,420.15,1.2113312812696545e-09,8.421498919181257e-10,6.006532353330217e-11,0.021535016033685378
2.34,290.0,12.2,3.76,202.92,232.89,1054.8,389.55,1.1647416166054371e-09,8.111480446747252e-10,9.799894981094022e-11,0.036540639167032214
2.43,290.0,7.94,3.79,206.55,231.12,1016.61,360.37,1.1216030382126428e-09,7.833528136931871e-10,6.141743533385093e-11,0.02378136680215048
2.46,290.0,5.16,3.79,207.71,230.63,1004.15,346.65,1.1079249523807815e-09,7.748785484793819e-10,3.942684658127471e-11,0.015454893287039858
2.53,290.0,3.56,3.79,210.36,229.44,975.69,317.07,1.0772709023149103e-09,7.556258432402541e-10,2.6448858015455727e-11,0.01066267831431432
2.62,290.0,3.79,3.8,213.61,227.9,940.34,283.46,1.0402654133040925e-09,7.320938110428149e-10,2.7190385630500073e-11,0.011351559216643617
2.71,290.0,5.65,3.81,216.71,226.55,906.26,244.45,1.0057178534526652e-09,7.106222961610449e-10,3.9188316358672816e-11,0.016922509122437052
2.8,290.0,9.38,3.84,219.64,225.09,873.37,204.32,9.733912081631153e-10,6.898399888961976e-10,6.296834160393118e-11,0.02809436027760346
2.99,290.0,10.6,3.94,225.37,221.46,807.89,139.93,9.115369173433855e-10,6.475327847903131e-10,6.663649188855094e-11,0.031748424194306686
3.28,291.0,15.3,4.12,233.01,215.11,716.23,77.11,8.366842410156685e-10,5.884229890996367e-10,8.7981229467627e-11,0.04566807954034194
3.74,292.0,18.8,4.56,241.64,204.42,581.87,29.88,7.3882835662884e-10,5.066275072944734e-10,9.513680208645337e-11,0.055922851094391324
3.83,292.0,15.2,4.69,242.91,202.36,560.67,24.89,7.214668547759431e-10,4.923727725811818e-10,7.511161775749544e-11,0.04521422003376319
4.02,292.0,19.8,5.12,245.41,198.15,516.93,16.81,6.873676750726025e-10,4.6454107645624006e-10,9.321835593450363e-11,0.058897470833454695
4.09,292.0,2.4,5.35,246.19,196.62,500.74,14.54,6.756034361349296e-10,4.5477861821771696e-10,1.1105809909067336e-11,0.0071390873737520845
4.12,292.0,9.0,5.4,246.51,195.97,493.88,13.67,6.706839936388014e-10,4.5068635558626934e-10,4.1343533854446664e-11,0.026771577651570316
4.3,291.0,8.71,6.12,248.01,192.16,453.79,9.51,6.382149559375332e-10,4.2687665673352915e-10,3.8205170214542365e-11,0.02599797207819466
4.39,291.0,7.92,6.56,248.54,190.25,435.97,7.86,6.251308224445086e-10,4.1536339648479264e-10,3.402773961347428e-11,0.023639947056177002
4.49,291.0,8.84,7.04,249.06,188.24,417.35,6.39,6.112080869780384e-10,4.0324974639806813e-10,3.7134566933923435e-11,0.026386001512197565
4.58,290.0,4.2,7.58,249.41,186.48,401.66,5.31,5.950863281346556e-10,3.927320956627724e-10,1.7236983297693472e-11,0.012579564303404536
4.87,289.0,10.6,9.59,250.14,181.04,356.31,2.93,5.557969755170125e-10,3.6147542412997434e-10,4.077126602408535e-11,0.03185828033338733
4.91,288.0,2.26,10.06,250.19,180.31,350.52,2.69,5.474606872229695e-10,3.574553744118316e-10,8.59209134113827e-12,0.0068160106187593675
4.96,288.0,6.97,10.42,250.25,179.41,343.49,2.43,5.419419302953186e-10,3.5251754002398807e-10,2.623149482054424e-11,0.021021059297678227
5.05,287.0,3.23,11.18,250.32,177.88,331.38,2.02,5.285935630391103e-10,3.439971682832179e-10,1.189795964192562e-11,0.009775408895801417
5.14,287.0,10.2,12.03,250.34,176.33,319.97,1.69,5.193380337251961e-10,3.357066958245099e-10,3.6914619818794425e-11,0.03086971230253079
5.24,286.0,10.3,12.78,250.33,174.68,307.99,1.37,5.058831732855027e-10,3.268923016995291e-10,3.643773905482992e-11,0.03128135079443003
5.33,286.0,17.8,13.42,250.26,173.23,297.78,1.14,4.97341055912952e-10,3.192208534754389e-10,6.190678877797584e-11,0.05405903341173344
5.42,285.0,11.4,14.16,250.17,171.83,288.19,0.94,4.856684461753432e-10,3.118855688860377e-10,3.885347569402746e-11,0.03474355855226014
5.51,285.0,12.0,14.91,250.09,170.39,279.23,0.78,4.77735567744167e-10,3.047728750858054e-10,4.02303635995088e-11,0.03657216689711595
5.61,284.0,4.03,15.66,250.01,168.9,270.01,0.64,4.659327886114946e-10,2.9731280451517793e-10,1.322330378946707e-11,0.012325399732888067
5.71,284.0,4.73,16.4,249.99,167.49,261.54,0.52,4.5777284485297466e-10,2.903277957794948e-10,1.5248348987004016e-11,0.01446628802396043
5.8,283.0,6.44,17.15,249.96,166.22,253.28,0.43,4.475013319890361e-10,2.842637551012808e-10,2.0366845074271327e-11,0.019765770059766374
5.89,283.0,4.96,17.89,249.9,164.93,245.26,0.36,4.406634508550781e-10,2.7833502000589897e-10,1.544657749993772e-11,0.015223326008764162
5.98,283.0,5.37,18.64,249.84,163.71,237.48,0.3,4.340313922301688e-10,2.726922695217426e-10,1.6471721387109587e-11,0.016481705779649906
6.08,283.0,11.0,19.38,249.76,162.34,229.11,0.24,4.268927180158568e-10,2.6658397850318134e-10,3.318600634752244e-11,0.03376140848717859
6.15,283.0,1.14,20.02,249.7,161.44,223.42,0.21,4.220337765099853e-10,2.6252871631728103e-10,3.4001307789497046e-12,0.003498909606853053
6.17,283.0,17.3,20.24,249.69,161.19,221.83,0.2,4.206657577854797e-10,2.614145826461926e-10,5.143121985645794e-11,0.053097487893471775
6.26,283.0,7.94,21.09,249.61,160.0,214.79,0.17,4.1461784752977787e-10,2.563495978126983e-10,2.3265482045133824e-11,0.024369598489836174
6.35,283.0,18.3,21.83,249.49,158.86,207.63,0.14,4.0874137410022204e-10,2.5142694866024554e-10,5.286195862921599e-11,0.05616670684685165
6.73,284.0,10.5,24.6,248.66,154.26,178.26,0.06,3.8839271086337076e-10,2.3199916038919882e-10,2.8719179324404177e-11,0.03211332436608552
6.83,284.0,9.37,25.24,248.3,153.14,170.86,0.05,3.82706141158197e-10,2.2718576610192382e-10,2.5253215089100743e-11,0.02865731898192584
6.92,285.0,12.9,25.88,247.92,152.15,164.37,0.04,3.803934939697052e-10,2.2295190904131672e-10,3.4435621559362787e-11,0.039315079414399635
7.37,288.0,1.24,28.33,245.58,147.41,136.76,0.02,3.647261837537015e-10,2.0301328813126908e-10,3.1406976934346517e-12,0.0037397580386113348
8.6,297.0,2.13,31.2,235.09,136.47,77.68,0.0,3.324022097536275e-10,1.569288459825204e-10,4.767789271213647e-12,0.006229274386895127
9.83,305.0,5.07,29.29,222.03,127.66,54.07,0.0,3.0668717543089434e-10,1.217007158857157e-10,1.0196091668423831e-11,0.014438511627865486
