Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
7.95,179.0,1.0,35.89,189.92,47.17,49.35,0.0,1.30613596515248e-10,8.51179532634995e-11,1.4593697934664581e-12,0.0048524523117681765,0.1
8.33,178.0,1.0,37.34,184.93,46.08,46.41,0.0,1.2326632775883108e-10,7.773273497528428e-11,1.3850149186385515e-12,0.004879713279811818,0.1
8.7,177.0,2.0,38.88,182.77,45.09,46.83,0.0,1.167015797415751e-10,7.314947890741304e-11,2.637323835967799e-12,0.009814564562785353,0.1
9.08,176.0,2.0,39.08,181.24,44.13,41.04,0.0,1.1055768643812148e-10,6.893592625827123e-11,2.5126746917754885e-12,0.009870329134164814,0.1
9.36,173.0,3.0,38.4,179.87,43.47,35.55,0.0,1.036253027448993e-10,6.569474094261805e-11,3.5939411356612476e-12,0.015062236366586768,0.1
9.73,172.0,2.0,37.72,177.19,42.63,30.1,0.0,9.853567781519979e-11,6.126194733879972e-11,2.291527391051158e-12,0.010099871672168647,0.1
10.1,172.0,2.0,37.43,174.69,41.85,25.97,0.0,9.492595496454395e-11,5.738842140763982e-11,2.20758034801265e-12,0.010099871672168647,0.1
10.48,170.0,2.0,37.14,171.99,41.08,22.33,0.0,8.93688182059699e-11,5.365517107549237e-11,2.1027957224934095e-12,0.010218693691841219,0.1
10.76,171.0,2.0,36.66,170.15,40.54,19.9,0.0,8.807028551833919e-11,5.111127883275867e-11,2.060123637855887e-12,0.01015893524919887,0.1
11.13,174.0,2.0,35.89,167.51,39.86,17.13,0.0,8.815618489024439e-11,4.784026702981285e-11,2.026578962994124e-12,0.009983781193178201,0.1
11.51,174.0,2.0,36.08,164.95,39.2,14.62,0.0,8.524572874269505e-11,4.499830673987142e-11,1.9596719251194264e-12,0.009983781193178201,0.1
11.88,175.0,2.0,36.76,162.35,38.58,12.58,0.0,8.354281629211969e-11,4.2479170146259676e-11,1.9095500866770217e-12,0.00992673101493147,0.1
12.26,174.0,2.0,37.82,159.81,37.98,10.77,0.0,8.003085952923492e-11,4.020497763210097e-11,1.8397898742352854e-12,0.009983781193178201,0.1
12.54,173.0,6.0,38.79,158.0,37.55,9.59,0.0,7.734711592442245e-11,3.869724575874622e-11,5.3651178675899966e-12,0.030124472733173535,0.1
12.91,173.0,6.0,40.14,155.62,37.01,8.27,0.0,7.513035117678213e-11,3.684806184628084e-11,5.21135383885194e-12,0.030124472733173542,0.1
13.29,173.0,8.0,42.08,153.17,36.48,7.06,0.0,7.298215452913902e-11,3.51945317686677e-11,6.749794638533088e-12,0.040165963644231376,0.1
13.66,175.0,9.0,44.01,150.89,35.98,6.08,0.0,7.265656351027687e-11,3.375290237691425e-11,7.473246532485621e-12,0.044670289567191615,0.1
14.03,174.0,9.0,45.46,148.68,35.5,5.22,0.0,6.993430775683678e-11,3.234232546211898e-11,7.2345835610520814e-12,0.04492701536930191,0.1
14.31,171.0,9.0,46.53,147.06,35.16,4.65,0.0,6.622196171749334e-11,3.1351812076376086e-11,6.9707328123677195e-12,0.04571520862139492,0.1
14.69,167.0,8.0,45.94,144.87,34.7,3.99,0.0,6.152627203383693e-11,2.966560617973678e-11,5.894732649948449e-12,0.04160905215839538,0.1
15.06,165.0,7.0,44.59,142.8,34.27,3.42,0.0,5.858580090914524e-11,2.798839238598942e-11,4.9709164407759595e-12,0.03684922876754864,0.1
15.44,163.0,8.0,44.01,140.8,33.84,2.94,0.0,5.576701098119086e-11,2.6553404914381862e-11,5.474062427601557e-12,0.042630133192957234,0.1
15.72,162.0,8.0,44.2,139.35,33.54,2.61,0.0,5.4103697001095136e-11,2.5667102617824784e-11,5.343575012453841e-12,0.04289328216328413,0.1
16.09,161.0,9.0,33.85,137.46,33.15,2.25,0.0,5.220897450283675e-11,2.288625454033351e-11,5.8370282052860965e-12,0.04855466257303437,0.1
16.47,159.0,10.0,33.85,135.59,32.77,1.93,0.0,4.974507664207023e-11,2.182136051844245e-11,6.257242344914494e-12,0.054628236717390165,0.1
16.84,158.0,10.0,33.85,133.88,32.41,1.65,0.0,4.804205118442529e-11,2.0866914766867243e-11,6.081272301825987e-12,0.05497398505104453,0.1
17.21,157.0,10.0,33.85,132.2,32.06,1.42,0.0,4.641601901117644e-11,1.9967669010741178e-11,5.912868663844133e-12,0.055324137822070296,0.1
17.5,157.0,10.0,33.85,130.89,31.79,1.26,0.0,4.564683926756266e-11,1.9295306222264515e-11,5.814883983129002e-12,0.055324137822070296,0.1
17.87,157.0,9.0,33.85,129.3,31.46,1.09,0.0,4.470171724579444e-11,1.849416736094323e-11,5.125037646014649e-12,0.049791724039863254,0.1
18.24,160.0,11.0,33.85,127.8,31.14,0.93,0.0,4.5484621613479735e-11,1.775149687714002e-11,6.2541354718534636e-12,0.05971549126169712,0.1
18.62,159.0,12.0,33.85,126.3,30.82,0.8,0.0,4.400114996213193e-11,1.7033372655919788e-11,6.641683013151989e-12,0.06555388406086819,0.1
18.9,160.0,14.0,33.85,125.2,30.59,0.71,0.0,4.3896269747612187e-11,1.65268875517414e-11,7.681847205832133e-12,0.07600153433306907,0.1
19.27,158.0,16.0,33.85,123.92,30.3,0.61,0.0,4.1983816395730255e-11,1.5920632999453888e-11,8.503051421920052e-12,0.08795837608167126,0.1
19.65,155.0,18.0,33.85,122.75,30.0,0.52,0.0,3.962326841796405e-11,1.5353878387144004e-11,9.202823632559392e-12,0.10086839579688428,0.1
20.02,157.0,19.0,33.85,121.08,29.72,0.0,0.0,3.990108327584149e-11,1.47215888992703e-11,9.657587034917048e-12,0.10511586186193354,0.1
20.4,154.0,21.0,33.85,119.5,29.44,0.0,0.0,3.7675647863089014e-11,1.4127012889874678e-11,1.0275176689933367e-11,0.11844394960997776,0.1
