Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
3.27,264.0,13.1,-8.0,256.93,198.78,1182.82,8.31,6.907319675629424e-10,6.006041545070087e-10,6.854991496268595e-11,0.04310043721918635
3.35,266.0,11.8,-8.21,260.17,196.48,1144.53,6.73,6.844912819117618e-10,5.881761304480843e-10,6.072930170344955e-11,0.03853139012374716
3.43,267.0,12.7,-8.4,263.1,194.27,1105.43,5.47,6.735624338250413e-10,5.759594968509721e-10,6.407672591444213e-11,0.04131490576907339
4.21,280.0,5.52,-9.93,282.25,175.61,838.68,0.7,6.03508542358427e-10,4.720386466581616e-10,2.3795479670132265e-11,0.017123611000756784
4.29,282.0,2.35,-10.07,283.7,173.97,817.02,0.56,6.007452966312665e-10,4.632828667130454e-10,1.0012421610521109e-11,0.007238241365054197
4.38,283.0,5.1,-10.2,285.12,172.2,793.56,0.44,5.925816724968972e-10,4.5355856861615353e-10,2.1358067347944707e-11,0.015653016662237344
4.47,285.0,4.61,-10.32,286.54,170.45,771.06,0.35,5.88886572319991e-10,4.4430812296651286e-10,1.9050997181720412e-11,0.01404980744964204
4.8,290.0,10.8,-10.66,290.98,164.51,698.48,0.15,5.678115380951506e-10,4.129665815177943e-10,4.229216973398363e-11,0.03234745106589738
5.25,296.0,2.85,-10.87,296.92,157.31,618.22,0.04,5.408459395603298e-10,3.7830753436835164e-10,1.0414938700992837e-11,0.00836310319881262
5.32,298.0,1.92,-10.98,297.8,156.27,605.44,0.04,5.409664738076055e-10,3.735185672287394e-10,6.970843152420151e-12,0.005596277887612373
5.41,299.0,4.29,-10.98,298.79,154.97,589.09,0.03,5.355432704283779e-10,3.673771501078678e-10,1.5367763412292585e-11,0.012462363393745488
5.5,300.0,4.92,-10.87,299.65,153.7,572.85,0.02,5.303093383571615e-10,3.6127905454387425e-10,1.7394146298114894e-11,0.014244859006426658
5.58,301.0,2.24,-10.87,300.25,152.59,558.57,0.02,5.261968538525179e-10,3.5576247067671694e-10,7.831767127107244e-12,0.0064639178701879334
5.67,302.0,4.59,-10.87,300.59,151.39,543.65,0.01,5.212910658933882e-10,3.492398059154751e-10,1.584586749967319e-11,0.013201401800900169
5.76,303.0,5.07,-10.77,301.15,150.21,529.17,0.01,5.165498365138493e-10,3.433414317827769e-10,1.7286519281354564e-11,0.01453381533498011
6.0,306.0,7.89,-10.56,302.48,147.17,492.68,0.01,5.057560159912248e-10,3.2838205026320927e-10,2.6081143569743555e-11,0.022395970341285338
6.18,307.0,4.41,-10.25,303.22,145.01,468.31,0.0,4.942398176367001e-10,3.1770991185270316e-10,1.4199332871516922e-11,0.012477124854679743
6.27,308.0,3.2,-10.11,303.58,143.96,458.48,0.0,4.903242209933116e-10,3.1263096530419727e-10,1.0188555241419462e-11,0.009024300922664973
6.36,309.0,6.66,-9.94,303.97,142.94,449.61,0.0,4.865296342526916e-10,3.077841843353423e-10,2.0972733748368453e-11,0.018721043685926583
6.45,310.0,5.83,-9.76,304.41,141.93,441.7,0.0,4.82850991884027e-10,3.0316788782109714e-10,1.8161427630218564e-11,0.016335076319328762
6.53,310.0,3.83,-9.58,304.83,141.06,435.47,0.0,4.769355126572701e-10,2.9925065419938765e-10,1.1784922667595772e-11,0.010731276552835189
6.61,311.0,2.41,-9.37,305.34,140.2,430.01,0.0,4.742078876010028e-10,2.9558107961678866e-10,7.34945986571329e-12,0.006730866246860686
6.7,312.0,1.25,-9.15,306.03,139.26,424.77,0.0,4.708513719431465e-10,2.917610775388879e-10,3.772847531595725e-12,0.0034799237331991327
6.79,312.0,3.61,-8.91,306.85,138.35,417.48,0.0,4.646103375580386e-10,2.8826984221335953e-10,1.0751559734516149e-11,0.010050019741479095
6.87,313.0,13.8,-8.64,307.19,137.53,408.19,0.0,4.621483351646775e-10,2.846807567420184e-10,4.075173818065527e-11,0.03829561565664456
6.96,313.0,4.58,-8.36,307.95,136.63,397.12,0.0,4.5617227910651363e-10,2.813058886912693e-10,1.3349961906120335e-11,0.012709704326625515
7.05,314.0,3.05,-8.05,308.63,135.75,385.39,0.0,4.532310281885655e-10,2.779305176459674e-10,8.804806598567673e-12,0.00843693101786572
7.2,315.0,1.38,-7.43,309.44,134.31,364.37,0.0,4.466198958976719e-10,2.720849148255699e-10,3.913240992627221e-12,0.003805246889057063
7.39,316.0,0.75,-6.59,309.73,132.58,335.1,0.0,4.379042716891594e-10,2.6411749467559343e-10,2.0786595175118325e-12,0.00206152443941417
7.47,316.0,8.57,-6.16,309.53,131.86,325.32,0.0,4.3321453383974403e-10,2.6046584181390933e-10,2.3497775664598775e-11,0.02355635259437258
7.99,318.0,1.36,-2.38,307.52,127.53,288.76,0.0,4.101634104104614e-10,2.379411038626054e-10,3.5083159632592923e-12,0.003714720096782531
8.08,318.0,16.0,-0.67,307.34,126.82,285.24,0.0,4.0559475856183e-10,2.345827162638177e-10,4.0814566899303645e-11,0.04370258937391213
8.16,318.0,5.5,2.0,307.11,126.2,282.8,0.0,4.0161833936024337e-10,2.3158380065023901e-10,1.3892458279756847e-11,0.015022765097282297
8.25,319.0,2.94,2.92,307.22,125.51,276.89,0.0,3.9973932281898596e-10,2.287303631207728e-10,7.368235793654036e-12,0.008005177283984704
8.34,319.0,1.74,3.49,307.32,124.83,270.93,0.0,3.954255891195005e-10,2.2593260505029528e-10,4.31373369948546e-12,0.00473775798439911
8.4,319.0,2.2,3.85,307.36,124.38,266.95,0.0,3.926011206257898e-10,2.240735618931703e-10,5.415187870700549e-12,0.005990268715906921
9.59,319.0,3.23,7.94,304.71,116.41,195.24,0.0,3.43884193248867e-10,1.8915147043048828e-10,6.963924415008404e-12,0.00879480361471789
10.8,317.0,4.08,12.02,299.89,109.7,155.37,0.0,3.015395093229942e-10,1.606446775725505e-10,7.762026486043005e-12,0.011179315370127868
12.02,312.0,2.62,17.77,298.77,103.98,118.88,0.0,2.6245459168212e-10,1.4159082709704069e-10,4.407891219276631e-12,0.007293920144785382
13.22,308.0,0.76,22.79,295.36,99.15,82.4,0.0,2.3255165398094274e-10,1.2507068091577416e-10,1.1476575131527044e-12,0.002143271469132931
14.42,303.0,1.86,24.88,287.38,94.93,50.37,0.0,2.0633336049374287e-10,1.0837246859481201e-10,2.533201653586546e-12,0.005331932253069625
15.63,298.0,1.34,24.46,274.79,91.19,30.81,0.0,1.8412934361205764e-10,9.159191803682233e-11,1.6559283251017265e-12,0.003905735609062801
16.83,296.0,1.41,24.25,262.23,87.87,22.51,0.0,1.687130827505485e-10,7.774624660260133e-11,1.6073340991775229e-12,0.00413753526678098
18.03,294.0,1.15,25.92,253.58,84.9,18.71,0.0,1.553632826994009e-10,6.806690094712027e-11,1.2154270415259253e-12,0.003397541865229521
19.23,294.0,0.59,28.33,245.5,82.21,12.92,0.0,1.4566822605669258e-10,6.011140467904616e-11,5.84654784853392e-13,0.0017430866960742757
20.43,294.0,0.5,31.05,237.34,79.76,9.23,0.0,1.3711208943074881e-10,5.327124250438098e-11,4.663676511249959e-13,0.0014771921153171829
21.64,292.0,1.21,33.56,229.62,77.5,6.57,0.0,1.276902982343744e-10,4.746352018424776e-11,1.0582552113944725e-12,0.0035992898842666754
22.84,290.0,1.21,34.91,222.49,75.43,4.66,0.0,1.1932992044031185e-10,4.2499596039462365e-11,9.957876119501884e-13,0.0036241125731236866
24.04,287.0,0.81,34.6,215.84,73.53,3.32,0.0,1.1103982917418918e-10,3.8117274139547014e-11,6.267753423769563e-13,0.002451418329906857
25.24,283.0,1.08,32.72,209.67,71.76,2.37,0.0,1.0283311115437439e-10,3.422591780701149e-11,7.848746293054724e-13,0.0033147564696502613
26.44,279.0,1.87,31.05,203.93,70.11,1.69,0.0,9.541055246210661e-11,3.088621199215393e-11,1.2789801656210708e-12,0.005821725312968321
27.65,276.0,1.55,30.52,198.57,68.56,1.2,0.0,8.928376245642887e-11,2.805568343063875e-11,1.0028248681700343e-12,0.004877945267753914
28.85,273.0,1.9,30.21,193.62,67.12,0.86,0.0,8.371994443724817e-11,2.5623569550590825e-11,1.1653325599323921e-12,0.00604512465652878
30.05,271.0,1.12,30.0,189.02,65.76,0.61,0.0,7.92033516918416e-11,2.3501144100102743e-11,6.546697704417903e-13,0.003589740367023188
31.25,270.0,1.41,30.73,184.73,64.49,0.43,0.0,7.560089927619694e-11,2.1693197291956475e-11,7.896093924402791e-13,0.004535964588767297
32.34,268.0,1.76,31.88,181.07,63.39,0.32,0.0,7.197456144777921e-11,2.026470244928521e-11,9.453375234932195e-13,0.005704166329475547
33.55,267.0,1.81,33.03,177.28,62.24,0.23,0.0,6.886197162503404e-11,1.8852306125192588e-11,9.336342220322966e-13,0.005888187357639593
34.75,266.0,2.18,33.45,173.75,61.15,0.16,0.0,6.598692933537849e-11,1.75617218871032e-11,1.0815902703092112e-12,0.007118511056760066
35.95,265.0,3.01,33.24,170.44,60.13,0.12,0.0,6.330562604658449e-11,1.637132279744789e-11,1.4381127124544854e-12,0.009865859551160663
37.15,264.0,2.04,32.93,167.32,59.15,0.08,0.0,6.07992875889858e-11,1.5293583661318217e-11,9.396253536479623e-13,0.006711823811232073
38.35,264.0,1.58,32.82,164.38,58.21,0.06,0.0,5.889683269702274e-11,1.4331619638686316e-11,7.049772398583024e-13,0.0051983733439934674
39.56,264.0,3.23,33.03,161.57,57.32,0.04,0.0,5.709538761200258e-11,1.3470468718957235e-11,1.3971068332330933e-12,0.010627054367784114
40.76,264.0,2.94,33.76,158.94,56.47,0.03,0.0,5.541446354099172e-11,1.2723717732602981e-11,1.2342312334129973e-12,0.009672922551481517
41.96,264.0,1.62,34.29,156.44,55.65,0.02,0.0,5.382968384010538e-11,1.2033506764751182e-11,6.606370289467479e-13,0.0053299777324489995
43.16,264.0,2.15,34.29,154.06,54.87,0.02,0.0,5.233302905307743e-11,1.1376177320421922e-11,8.523940338190643e-13,0.007073735879484784
44.36,262.0,4.45,34.08,151.79,54.13,0.01,0.0,5.014879476556443e-11,1.0763089942591921e-11,1.7035277611203185e-12,0.014752751484499775
45.57,260.0,7.43,34.39,149.61,53.4,0.01,0.0,4.807475971062654e-11,1.0219684166734009e-11,2.7476574203842705e-12,0.024821600004162774
46.77,258.0,7.22,34.81,147.54,52.71,0.01,0.0,4.612341942632588e-11,9.728991805768025e-12,2.5814813043261457e-12,0.024307024491019204
47.97,257.0,5.37,34.81,145.56,52.05,0.0,0.0,4.462168674642413e-11,9.256883494692563e-12,1.8647350803758565e-12,0.018149115702882974
49.17,258.0,5.43,34.6,143.67,51.41,0.0,0.0,4.387212378623676e-11,8.810665936611043e-12,1.8467103268160125e-12,0.01828076772662525
50.37,260.0,6.47,34.6,141.84,50.79,0.0,0.0,4.349348421705879e-11,8.404144086573572e-12,2.1646372529566953e-12,0.021614502291646458
51.58,263.0,5.75,34.6,140.1,50.2,0.0,0.0,4.34589885047059e-11,8.026673303537702e-12,1.900297976441513e-12,0.01899006289691025
52.78,265.0,5.54,34.18,138.41,49.62,0.0,0.0,4.311931141293506e-11,7.657054885177967e-12,1.8028753602087566e-12,0.01815842588486049
53.98,266.0,4.43,33.56,136.79,49.07,0.0,0.0,4.2479544171997087e-11,7.304980128568706e-12,1.4149201555033615e-12,0.014465598156627109
55.18,266.0,4.71,33.14,135.22,48.53,0.0,0.0,4.155574110917729e-11,6.9825910631907385e-12,1.4716356437911655e-12,0.015379902329055005
57.59,262.0,5.28,32.72,132.24,47.5,0.0,0.0,3.862824337212082e-11,6.411600852604758e-12,1.5569246183572363e-12,0.017504388278237935
59.99,263.0,4.7,31.36,129.47,46.54,0.0,0.0,3.736647152980047e-11,5.878062794413106e-12,1.3355316820537051e-12,0.015522312280952726
62.39,272.0,5.04,30.52,126.87,45.64,0.0,0.0,3.8430167492936776e-11,5.421682760803485e-12,1.4241767953264803e-12,0.016094442564649918
