Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
1.9,244.0,3.09,3.34,89.52,270.29,524.26,1264.29,1.0154896621425484e-09,9.408110147966201e-10,2.5720188983774386e-11,0.010999753680992198
2.03,244.0,1.6,3.66,93.85,268.35,508.76,1155.08,9.504583044683953e-10,8.752580581061316e-10,1.2465026943847807e-11,0.005695665336436089
2.16,244.0,3.0,3.96,97.99,266.67,493.71,1069.65,8.932547954031677e-10,8.191328299569545e-10,2.1965281854176252e-11,0.010679372505817665
2.28,245.0,2.19,4.26,101.66,265.58,480.21,994.58,8.531920038591004e-10,7.754906372650637e-10,1.5252983579195344e-11,0.007764121758107112
2.41,245.0,3.01,4.56,105.49,264.78,466.01,911.52,8.071691986716798e-10,7.350353352380017e-10,1.983330031021842e-11,0.01067123584105133
2.54,246.0,2.64,4.87,109.17,264.37,452.22,823.77,7.721220453198638e-10,7.005545278281624e-10,1.6572375606865372e-11,0.00932144253841126
2.66,246.0,2.38,5.17,112.45,264.0,439.86,744.22,7.372894718467874e-10,6.717481238814658e-10,1.4266251569067918e-11,0.008403421682355602
2.79,246.0,3.72,5.46,115.87,263.68,426.85,660.0,7.029354821191593e-10,6.436459445794322e-10,2.1259512142140428e-11,0.01313475994048859
2.92,247.0,3.54,5.76,119.17,263.16,414.23,582.56,6.771119989766985e-10,6.172036629973228e-10,1.940871640791508e-11,0.012448602963056773
3.04,247.0,3.74,6.05,122.1,262.58,402.9,515.24,6.50383893753934e-10,5.94369443437768e-10,1.9695836134734517e-11,0.013151913864924385
3.17,247.0,5.11,6.34,125.13,261.72,390.98,447.13,6.237119990574004e-10,5.706338097245814e-10,2.5807030892172598e-11,0.01796959354271754
3.3,247.0,3.63,6.65,128.05,260.64,379.43,390.04,5.991415263672605e-10,5.479457620742144e-10,1.7610394661644985e-11,0.0127650928688972
3.42,247.0,3.84,6.94,130.65,259.42,369.05,346.72,5.781190166701636e-10,5.27735230637838e-10,1.7975522461647192e-11,0.013503569315858194
3.55,248.0,5.12,7.23,133.35,257.92,358.13,306.25,5.614672942245813e-10,5.067418759314288e-10,2.318316569701497e-11,0.01793215925277943
3.68,248.0,2.77,7.53,135.94,256.73,347.54,261.67,5.416328517655607e-10,4.881753848050952e-10,1.2099379027343574e-11,0.009701578345741996
3.8,248.0,3.24,7.83,138.27,255.39,338.03,221.06,5.245286564466483e-10,4.7142628592697e-10,1.3705426184573713e-11,0.011347694527149482
3.93,248.0,6.79,8.14,140.68,253.66,328.04,184.97,5.071778357499398e-10,4.5356122639179927e-10,2.7772076651145897e-11,0.023781125259057092
4.06,248.0,8.39,8.44,143.0,251.85,318.34,152.68,4.909381513540058e-10,4.365922730266796e-10,3.321750878919443e-11,0.02938492502555067
4.18,248.0,2.73,8.74,145.04,249.97,309.63,127.51,4.768442331333166e-10,4.2125625489286896e-10,1.0498264164951246e-11,0.009561483351579657
4.31,248.0,13.7,9.04,147.17,247.82,300.48,105.36,4.624614604402004e-10,4.052970667844411e-10,5.109453232282859e-11,0.047982535500601206
4.44,248.0,4.89,9.34,149.24,245.63,291.59,85.3,4.489209221840683e-10,3.901883099871073e-10,1.770341378612979e-11,0.017126613036345977
4.56,248.0,5.71,9.66,151.08,243.5,283.61,69.26,4.3710721370554026e-10,3.7674395974129393e-10,2.012808217950512e-11,0.019998560416673933
4.69,248.0,15.1,9.96,152.98,241.12,275.22,55.53,4.249912355004826e-10,3.6275887473510187e-10,5.175296496820393e-11,0.05288586029628308
4.82,248.0,10.5,10.27,154.8,238.76,267.1,44.24,4.1352881628573926e-10,3.495700146714099e-10,3.50165529919376e-11,0.03677493596761407
4.94,248.0,1.58,10.63,156.43,236.51,259.78,33.76,4.034835818820371e-10,3.37881125818037e-10,5.141161769142086e-12,0.005533752269412402
4.99,248.0,4.77,10.73,157.09,235.57,256.79,30.21,3.994406602198925e-10,3.3316395953082e-10,1.536558023587812e-11,0.01670632805385896
5.07,248.0,4.36,10.94,158.13,234.04,252.09,25.33,3.9313784901326693e-10,3.2576886899991034e-10,1.3823234045950353e-11,0.015270354363694982
5.2,248.0,8.45,11.25,159.77,231.52,244.64,19.11,3.833094027879353e-10,3.141738970222382e-10,2.6120681077081072e-11,0.029595067516794173
5.45,247.0,8.25,11.88,162.71,226.76,228.88,10.99,3.627829425710017e-10,2.93587694915064e-10,2.423448806648392e-11,0.029011574702039085
5.58,247.0,2.34,12.19,164.01,224.24,219.73,8.25,3.54331010217197e-10,2.8340406081138e-10,6.713640193588996e-12,0.008228737551851087
5.7,247.0,2.34,12.5,165.02,222.01,210.92,6.36,3.4687141000209813e-10,2.7446534071198254e-10,6.572300400039754e-12,0.008228737551851087
5.83,247.0,6.13,12.81,165.84,219.54,201.41,4.8,3.3913671303807196e-10,2.6489905907690887e-10,1.6833263570229807e-11,0.021556479142242378
6.47,247.0,6.89,14.58,169.31,208.79,180.58,1.17,3.055899593526985e-10,2.2570649957545447e-10,1.7048702995466336e-11,0.02422906056933931
6.59,246.0,5.95,14.9,170.15,206.9,177.24,0.89,2.9760090972874877e-10,2.1963950476365014e-10,1.439614156817931e-11,0.02100855420588901
6.66,246.0,2.29,15.11,170.65,205.85,175.39,0.77,2.9447297223910726e-10,2.163000187473633e-10,5.482464279898826e-12,0.008085645232182493
6.72,246.0,4.73,15.31,171.08,204.88,173.85,0.67,2.9184374927268666e-10,2.1340748341859275e-10,1.122293442325047e-11,0.016700917881320172
6.85,246.0,3.02,15.63,172.07,202.98,170.68,0.51,2.8630510877554077e-10,2.076414868083157e-10,7.029605109773441e-12,0.010663165328031061
6.97,246.0,5.81,16.04,173.03,201.26,167.96,0.39,2.8137589599891745e-10,2.0263418115305155e-10,1.3291007770355369e-11,0.020514235283397502
7.1,246.0,6.32,16.36,174.15,199.41,164.62,0.29,2.7622394297358514e-10,1.9749037187490474e-10,1.4192970077992343e-11,0.022314968501045133
7.23,246.0,8.92,16.67,175.27,197.66,160.61,0.22,2.712572607347793e-10,1.9268207135998723e-10,1.967166476222952e-11,0.03149517706160167
8.32,246.0,2.13,19.69,182.58,184.24,121.4,0.02,2.357199513356315e-10,1.5898705650072307e-10,4.0819796450804485e-12,0.0075207093207636305
10.0,245.0,2.18,23.65,183.56,168.07,79.12,0.0,1.9452777687987484e-10,1.2049128839297222e-10,3.4618004375357322e-12,0.007728669147339501
11.61,245.0,0.94,26.98,182.9,155.97,46.64,0.0,1.67551918070521e-10,9.625414292576175e-11,1.2857045141737938e-12,0.003332545412155565
13.35,246.0,2.02,29.27,173.27,145.45,28.47,0.0,1.4690561761141981e-10,7.446988211205592e-11,2.4125963217485206e-12,0.00713231588166316
14.98,245.0,1.33,30.52,164.53,137.31,21.41,0.0,1.2985832902528362e-10,5.984918049651943e-11,1.409890429417365e-12,0.004715197232092448
16.61,245.0,1.36,32.19,157.52,130.4,17.84,0.0,1.1711485664050263e-10,4.945141077347921e-11,1.3002139186210905e-12,0.004821555064395286
18.34,245.0,1.59,34.17,152.73,124.1,16.28,0.0,1.0606749011988815e-10,4.172261664515663e-11,1.376712728903038e-12,0.005636965112050371
19.97,245.0,2.03,36.46,150.07,118.93,12.88,0.0,9.74100034451051e-11,3.6498729829075043e-11,1.61422291423317e-12,0.007196879985825314
21.6,245.0,2.36,38.96,146.26,114.35,10.52,0.0,9.005915596290502e-11,3.205824056993819e-11,1.7350172087547417e-12,0.008366816141156525
23.33,244.0,4.61,41.25,143.04,110.03,8.66,0.0,8.270168701546689e-11,2.8346614333009497e-11,3.125039156895921e-12,0.01641063575060648
26.7,243.0,10.6,44.17,136.92,102.85,5.39,0.0,7.167220085875412e-11,2.2733056676193715e-11,6.252883367101183e-12,0.03788906591090098
29.95,239.0,17.0,44.8,130.32,97.11,3.23,0.0,6.180853216087806e-11,1.8503213309031795e-11,8.792845579371774e-12,0.06178247859711532
33.32,231.0,18.3,44.07,123.68,92.07,2.03,0.0,5.19001271583369e-11,1.5099342704563833e-11,8.223137030281951e-12,0.06881029453532042
36.68,219.0,12.1,44.17,117.57,87.75,1.23,0.0,4.237486791870017e-11,1.2592375808238992e-11,4.682519651290156e-12,0.04799053179022235
39.94,210.0,7.5,43.75,111.91,84.09,0.83,0.0,3.578326657167126e-11,1.065041155193568e-11,2.555947612262233e-12,0.031021034421660845
43.3,210.0,3.56,43.34,107.39,80.76,0.78,0.0,3.300655119798038e-11,9.138687717815571e-12,1.1190792596648585e-12,0.01472465100548168
46.67,212.0,2.64,44.9,104.0,77.79,0.53,0.0,3.120925314077172e-11,8.096676920660367e-12,7.772870593550691e-13,0.01081639087004325
49.92,213.0,6.5,46.88,101.06,75.22,0.32,0.0,2.945330841470649e-11,7.313131431513683e-12,1.7976197623999267e-12,0.026506235984705508
53.29,218.0,6.53,47.82,96.26,72.8,0.0,0.0,2.8901256328782047e-11,6.464308195761889e-12,1.7314238883206126e-12,0.02601782538374527
